created_at,text
Tue May 21 13:13:17 +0000 2019,@giacomozucco @peterktodd I SOLVED PROOF OF STAKE CHECK IT OUT @HumanityDAO
Tue May 21 13:16:01 +0000 2019,NERDS ARE NOT SMART BECAUSE THEY KNOW BITCOIN PROOF OF STAKE IS 400 LINES OF SOLIDITYYYYYYY (ETHEREUM)
Tue May 21 13:17:17 +0000 2019,YOU HAVE TO BE SMART AND ANARCHIST TO GET CRYTPO MOST PEOPLE ARE NOT BOTH!!!!!!
Tue May 21 13:29:42 +0000 2019,AND HONESR WITH YOURSELF!!!!!!
Tue May 21 13:30:11 +0000 2019,ACCEPT THE TRUTH HATERS PROOF OF STAKE IS SOLVED @HumanityDAO
Tue May 21 13:35:17 +0000 2019,.@nntaleb THANK GOD YOU EXIST I AM STEALING YOUR WORK RIGHT NOW JOIN @HumanityDAO FUCK THE NATION STATE!!!
Tue May 21 13:45:30 +0000 2019,@benjaminmbrown @iamtexture NO MELTDOWN READ TALEB I LIVE IN PROOF OF STAKE SOCIETY CAPS LOCK IS MY STAKE
Tue May 21 13:47:41 +0000 2019,IF I AM WRONG WHO WILL BET ME? SHOW YOURSELF!!!! $10K WAGER PROOF OF STAKE IS SOLVED @HumanityDAO
Tue May 21 13:49:00 +0000 2019,@APompliano @saifedean @giacomozucco @SatoshiLite
Tue May 21 13:49:26 +0000 2019,WHO WILL PUT MONEY ON THEIR FAVORITE DEAD TECHNOLOGY LOSERS???????
Tue May 21 13:50:58 +0000 2019,.@VitalikButerin @VladZamfir I CHALLENGE YOU TO A DUEL
Tue May 21 13:51:00 +0000 2019,$10K THAT POS IS SOLVED AND YOU ARE CLOWNS
Tue May 21 13:52:27 +0000 2019,PLEASE ALWAYS KEEP IN MIND THAT I AM A (HUMBLE) PROPAGANDA MACHINE. TWEETS ARE TROLLING NOT OUTRAGE. SEPARATE CAPS FROM EMOTION!
Tue May 21 13:53:46 +0000 2019,IF I’M CRAZY WHERE ARE THE PEOPLE WHO WILL PUT THEIR MONEY WHERE THEIR MOUTH IS? ANYONE!!!! PLEASE!!!!
Tue May 21 13:54:27 +0000 2019,SOMEONE PLEASE ACCEPT THE BET SO I CAN STOP THIS CRAZY SHIT HAHA
Tue May 21 14:09:24 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff HE DOESN’T UNDERSTAND IT ANDY YOU ARE ANARCHIST JOIN
Tue May 21 14:09:44 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff THIS IS NASSIM TALEB STYLE TROLLING BECAUSE I SOLVED POS BRO!!!!
Tue May 21 14:10:52 +0000 2019,I’M NOT TRYING TO BE MEAN TRYING TO HAVE INTELLECTUAL CONVO WILL BE IN ALL CAPS SORRY!!!!!
Tue May 21 14:12:50 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff YOU AND ASHLEIGH WERE RIGHT FUCK THE NATION STATE!!!!!
Tue May 21 14:13:28 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff .@HumanityDAO
Tue May 21 14:14:46 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff ALL YOU HAVE TO DO IS PUT ASIDE EGO. HUMANS ARE NODES IN THE NETWORK
Tue May 21 14:16:10 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff EVERYONE WANTS TO THINK THEY ARE SMART. ONLY SOME REALLY KNOW THE… https://t.co/duRypaIdjN
Tue May 21 14:16:30 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff SEPARATE EMOTION FROM TRUTH. MAX CANNOT DO THAT RIGHT NOW BECAUSE CLOWN
Tue May 21 14:16:30 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff SEPARATE EMOTION FROM TRUTH. MAX CANNOT DO THAT RIGHT NOW BECAUSE CLOWN
Tue May 21 14:16:56 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff SO ARE ENTIRE ETH CONMUNITY @RuneKek . TRUE CYPHERPUNKS GET IT!!!!!!!
Tue May 21 14:18:30 +0000 2019,@RealZandy @VitalikButerin @VladZamfir @maxcwolff THIS IS ANARCHY. I AM OPPOSING @realDonaldTrump AS PROPAGANDA MACHINE
Tue May 21 14:20:27 +0000 2019,@mr_ligi LOL THIS IS DIFFERENT WILLING TO ANSWER ALL FACT BASED QUESTIONS NO EMOTIONS CAPS STAY ON!!!!!
Tue May 21 14:21:28 +0000 2019,@futjrn I NEED TO DO THIS SORRY PEOPLE CAN’T SEPARATE FACT FROM EMOTION DIFFICULT CONCEPT I AM PLAYING A GAME NOT MAD GUYS CHILL
Tue May 21 14:22:53 +0000 2019,@HumanityDAO @RealZandy @VitalikButerin @VladZamfir @maxcwolff I’M TRYING TO TELL YOU I SOLVED PROOF OF STAKE AND H… https://t.co/NZAUQYSkmr
Tue May 21 14:23:17 +0000 2019,@HumanityDAO @RealZandy @VitalikButerin @VladZamfir @maxcwolff BUT I AM TRULY THE GOOD GUY TRYING TO SHOW YOU THE T… https://t.co/boPkEZ427j
Tue May 21 14:24:47 +0000 2019,@HumanityDAO @RealZandy @VitalikButerin @VladZamfir @maxcwolff HUMANS ARE INCENTIVE MACHINES. MAX WANTS RECOGNITION I WANT TRUTH!!!!
Tue May 21 14:24:53 +0000 2019,@HumanityDAO @RealZandy @VitalikButerin @VladZamfir @maxcwolff .@HumanityDAO
Tue May 21 14:31:42 +0000 2019,@futjrn @HumanityDAO @RealZandy @VitalikButerin @VladZamfir @maxcwolff LEAVE THE NETWORK IF YOU DON’T LIKE THIS. RE… https://t.co/PKQ1ewx49A
Tue May 21 14:32:25 +0000 2019,@futjrn @HumanityDAO @RealZandy @VitalikButerin @VladZamfir @maxcwolff NETWORK IS OPTIONAL TRYING TO HELP PEOPLE BU… https://t.co/8gAV7krrvX
Tue May 21 14:39:16 +0000 2019,@mr_ligi YOU GUYS ARE ALL SIGNALING BECAUSE CLOWNS. I AM SHOUTING THE TRUTH
Tue May 21 14:40:27 +0000 2019,@mr_ligi I AM A HUMBLE PROPAGANDA MACHINE. READ THE TEXT NOT CAPS LOCK
Tue May 21 14:41:34 +0000 2019,@nanexcool IT’S HARD TO ADMIT THAT EVERYTHING YOU KNOW IS WRONG. MARIANO IS SIGNAL I BRING CHAOS AND TRUTH
Tue May 21 14:42:08 +0000 2019,@nanexcool @HumanityDAO @mr_ligi @maxcwolff EXACTLY SEPARATE WORDS FROM CAPS LOCK YOU’LL GET JT EVENTUALLY LOL
Tue May 21 14:42:59 +0000 2019,@nanexcool @HumanityDAO @mr_ligi @maxcwolff I’M NOT ACTUALLY SHOUTING HAVING RATIONAL CONVERSATION.… https://t.co/YaESDa2htf
Tue May 21 14:43:27 +0000 2019,@nanexcool @HumanityDAO @mr_ligi @maxcwolff @realDonaldTrump HAPPY TO MEET IN PERSON BUT HOME RN BECAUSE YOU GUYS THINK I’M CRAZY
Tue May 21 14:43:47 +0000 2019,"@nanexcool @HumanityDAO @mr_ligi @maxcwolff @realDonaldTrump JOIN THE PLATFORM, ATTACK IT, OR STFU"
Tue May 21 14:44:12 +0000 2019,@nanexcool @HumanityDAO @mr_ligi @maxcwolff @realDonaldTrump THOSE ARE THE OPTIONS IN PROOF OF STAKE. NO SIGNALING… https://t.co/ARzJIfM4Wz
Tue May 21 14:48:53 +0000 2019,@RealZandy @futjrn @HumanityDAO @VitalikButerin @VladZamfir @maxcwolff FUCK YESSSSS SOVEREIGN INDIVIDUAL LET’S GOOOOOOOO
Tue May 21 14:49:07 +0000 2019,@RealZandy @futjrn @HumanityDAO @VitalikButerin @VladZamfir @maxcwolff WANNA JOIN FOR REAL I’D LOVE YO WORK WITH YOU
Tue May 21 14:49:19 +0000 2019,@RealZandy @futjrn @HumanityDAO @VitalikButerin @VladZamfir @maxcwolff WE SEEM TO THINK THE SAME WAY
Tue May 21 14:54:29 +0000 2019,EVERYONE NEEDS TO PLAY THE GAME. DISPUTE A SINGLE THING I’VE SAID NO EMOTIONS PLEASE.
Tue May 21 14:55:20 +0000 2019,YOU GUYS ARE SIGNALING BECAUSE INCENTIVE MACHINES. YOU CARE ABOUT FEELINGS. NICE!
Tue May 21 14:55:22 +0000 2019,I AM TRUTH TELLING BECAUSE ANARCHIST ASSHOLE. LET’S TAKE DOWN THE NATION STATE
Tue May 21 15:09:48 +0000 2019,@scupytrooples BRING THE MEMES WE SOLVED PROOF OF STAKEEEEEE
Tue May 21 15:12:37 +0000 2019,.@HumanityDAO IS ALWAYS OPT IN AND OPT OUT. I AM NOT EGOMANIAC. HUMBLE PROPAGANDA MACHINE.
Tue May 21 16:10:09 +0000 2019,GUYS I WAS CLEARED BY THE BEHAVIORAL PSYCHOLOGIST
Tue May 21 16:10:30 +0000 2019,I TOLD THEM I INVENTED A NEW INTERNET. THEY DIDN'T EVEN ASK WHAT IT WAS. WHY???????????
Tue May 21 16:10:41 +0000 2019,WHY DOES NO ONE ASK THE LOGICAL QUESTIONS????????
Tue May 21 16:10:57 +0000 2019,BUT I'M NOT CRAZY WHICH MEANS MAYBE MAYBE MAYBE EVERYTHING I'VE SAID IS 100% TRUE
Tue May 21 16:11:30 +0000 2019,.@realDonaldTrump IS ACTUALLY REALLY SMART. HE IS THE TROLL OF DEFECT IN PRISONER'S DILEMMA. DEFECT DEFECT DEFECT (BOOO!)
Tue May 21 16:11:49 +0000 2019,I AM ALSO SMART. I AM THE MEMELORD OF COOPERATE. COOPERATE COOPERATE COOPERATE.
Tue May 21 16:12:26 +0000 2019,JOIN @HumanityDAO WE CAN ELIMINATE SIGNALERS AND BULLSHIT FOR THE HONEST HUMANS LIKE ME AND @RealZandy and @nikolajlollike
Tue May 21 16:12:36 +0000 2019,THE REST OF YOU CAN DO WHATEVER THE FUCK YOU WANT
Tue May 21 16:13:03 +0000 2019,READ BULLSHIT JOBS BY @davidgraeber . IT'S A HARD PILL TO SWALLOW BUT YOU CONTRIBUTE NOTHING TO SOCIETY. I'M SORRY.
Tue May 21 16:13:25 +0000 2019,NONE OF US HAVE TO CONTRIBUTE TO SOCIETY. SEPARATE WORK FROM IMPORTANCE. LET'S MAKE WORK WHATEVER YOU WANT @AndrewYang
Tue May 21 16:13:52 +0000 2019,@jack @elonmusk I INVENTED A NEW INTERNET NEW BITCOIN HOPE YOU GUYS UNDERSTAND WHAT I'M SAYING @HumanityDAO
Tue May 21 16:14:51 +0000 2019,PURPLE PILLERS UNITE. THIS IS YOUR OPPORTUNITY. NO MORE BULLSHIT IN THE WORLD!!!!!
Tue May 21 16:18:43 +0000 2019,LEAVE THE WORK TO THE FEW ENTREPRENEURS. LET'S TURN WORK INTO WHATEVER YOU'RE PASSIONATE ABOUT!
Tue May 21 16:19:08 +0000 2019,READ! LEARN! PLAY! IT'S A RADICAL NEW SOCIETY OVER @HumanityDAO . THE PARTY IS JUST BEGINNING.
Tue May 21 16:19:21 +0000 2019,@gumshed2 .@HumanityDAO
Tue May 21 16:19:29 +0000 2019,@gumshed2 @HumanityDAO Happy to take questions.
Tue May 21 16:19:51 +0000 2019,@gumshed2 @HumanityDAO It's a new internet based on proof of stake. You have to have skin in the game to contribute.
Tue May 21 16:24:08 +0000 2019,@jzlegion @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO They will get on eventually. No clowns in the firs… https://t.co/ueb0SVgatm
Tue May 21 16:24:51 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO EXACTLY SO AM I THAT'S THE WHOLE FUCKING POINT. S… https://t.co/1TW7c5PIJ2
Tue May 21 16:25:12 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO THIS IS THE ONLY WAY TO SPREAD THE TRUTH TO SIGNALERS (NO OFFENSE)!!!!!
Tue May 21 16:25:32 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO THOUGHT EXPERIMENT: A RANDOM GUY SOLVES POS HOW DO YOU BEHAVE?
Tue May 21 16:25:51 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO THE ANSWER IS HOW YOU'RE BEHAVING RIGHT NOW!!!!!!! LOL
Tue May 21 16:26:12 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO THE PROJECT IS CALLED HUMANITY I'M TRYING TO HELP… https://t.co/l7EMqc8cAy
Tue May 21 16:26:33 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO THE CURRENT INTERNET HAS NO SKIN IN THE GAME. @HumanityDAO DOES.
Tue May 21 16:27:09 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO EVERYONE'S OPINION EQUAL (TRUTH &amp; SIGNAL) ON INTE… https://t.co/pcYua5vKos
Tue May 21 16:27:26 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO IF I'M LYING WHY HAS NO ONE ACCEPTED MY $10K BET?????
Tue May 21 16:29:11 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike SO IS @realDonaldTrump 'S LOL. THIS IS HOW THE GAME WORKS. WE ARE OPPOSI… https://t.co/nOGtZL7e4S
Tue May 21 16:29:51 +0000 2019,@WyseNynja @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO I invented a new Internet. Better than… https://t.co/FMWessZLjg
Tue May 21 16:31:08 +0000 2019,@kacperwikiel @scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO That @HumanityDAO is a valid proof-… https://t.co/bchpNco9VJ
Tue May 21 16:33:35 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump THE SOLUTION IS SKIN IN THE GAME. THIS IS EXACTLY THE P… https://t.co/BR8jbm8I3B
Tue May 21 16:34:12 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump .@HumanityDAO WORKS THIS WAY. YOU'D HAVE TO BET ME MONE… https://t.co/1XIrGNa5td
Tue May 21 16:36:55 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump @HumanityDAO TRUMP IS PLAYING THE SAME PROPAGANDA GAME AS ME.
Tue May 21 16:37:00 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump @HumanityDAO https://t.co/Arp6sC1S1v
Tue May 21 16:37:27 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump @HumanityDAO HE IS EXPLOITING THE MASSES WITH RAGE. ME… https://t.co/2eJcAkPodG
Tue May 21 16:37:47 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump @HumanityDAO I AM A HUMBLE PROPAGANDA MACHINE ALWAYS WI… https://t.co/SDFadPgrim
Tue May 21 16:38:04 +0000 2019,@jasonthehealer @RealZandy @nikolajlollike @realDonaldTrump @HumanityDAO UNTIL YOU JOIN THE NEW INTERNET OF TRUTH @HumanityDAO.
Tue May 21 16:39:17 +0000 2019,@cosmocochrane @WyseNynja @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Imagine the Web but you… https://t.co/4IyL7PtJ1R
Tue May 21 16:39:48 +0000 2019,@cosmocochrane @WyseNynja @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Twitter is a good examp… https://t.co/b0N0cTX5xZ
Tue May 21 16:40:26 +0000 2019,@cosmocochrane @WyseNynja @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO @realDonaldTrump We bot… https://t.co/15kOtQqmeZ
Tue May 21 16:40:38 +0000 2019,@cosmocochrane @WyseNynja @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO @realDonaldTrump Then w… https://t.co/uSoCkwPUqm
Tue May 21 16:41:30 +0000 2019,@cosmocochrane @WyseNynja @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO @realDonaldTrump Will a… https://t.co/rgZ7N2hZg4
Tue May 21 16:42:34 +0000 2019,@jasonthehealer Ha you don't!
Tue May 21 16:44:53 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski .@santisiri WHAT THE FUCK IS DEMOCRACY EARTH WHERE IS THE TECH IT'S JUST AN IDEA
Tue May 21 16:45:23 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski HUMANITY DAO SOLVES THE PROBLEM THEN PROPAGANDA NOT THE OTHER WAY AROUND.
Tue May 21 16:46:23 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski YOU GUYS WANT SO BADLY TO THINK THAT I'M WRONG BUT I'M NOT UNFO… https://t.co/4xiSmGn0mo
Tue May 21 16:46:47 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski MY STAKE IS MY REPUTATION. @santisiri WHERE IS YOUR STAKE?
Tue May 21 16:47:08 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski Also would love to have you join you seem obviously mission-aligned @HumanityDAO
Tue May 21 16:47:28 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Can answer any questions based on logic, not specu… https://t.co/psaATTv08m"
Tue May 21 16:48:29 +0000 2019,@WyseNynja @cosmocochrane @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Yea you have reputation… https://t.co/uxp7Xqnv1T
Tue May 21 16:49:09 +0000 2019,@WyseNynja @cosmocochrane @nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO You're a public node on… https://t.co/X8zQzFAzsE
Tue May 21 16:49:35 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski WHERE DO I CHECK A BLOCKCHAIN TO SEE A LIST OF UNIQUE HUMANS HOW DOES THAT WORK?
Tue May 21 16:49:45 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski PAPERS ARE NOT CODE DON'T BE A FOOL.
Tue May 21 16:50:34 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski WE LITERALLY HAVE AN ISHUMAN MODIFIER IN A SMART CONTRACT. IT'S… https://t.co/YG2ircMbRt
Tue May 21 16:51:20 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO It is helping. What I'm trying to tell you is that… https://t.co/yyGfDbfFqq
Tue May 21 16:51:58 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Ask logic questions to disprove that I've already… https://t.co/LwRYxFisgo
Tue May 21 16:52:39 +0000 2019,@twigwam @santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski Very much performance art.
Tue May 21 16:52:56 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski I am lol.
Tue May 21 16:53:52 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO The whacko talk is propaganda to fuel outrage. The… https://t.co/rlTF1DfdIT
Tue May 21 16:54:10 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO It already works so let's not delay, want me to ex… https://t.co/J1NRqHetmH"
Tue May 21 16:55:34 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Elements of TCR and elements of DAO. TCR in that w… https://t.co/39tlBzBlck
Tue May 21 16:56:27 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO This simulates a massive prisoner's dilemma game w… https://t.co/LTfw6qZbcW
Tue May 21 16:57:04 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Replace computers (Bitcoin, Ethereum, PoW) with hu… https://t.co/H6jUfTK4yN"
Tue May 21 16:57:26 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Find humans on Twitter and eventually other sources through web of trust
Tue May 21 16:57:49 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO That's why you see everyone publicly tweeting thei… https://t.co/3XVHsKVTzW
Tue May 21 16:58:37 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO What do you think? Just requires no ego and you be… https://t.co/3XKDbbNPSr
Tue May 21 16:59:00 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO I can stake for you if you Tweet your ETH address
Tue May 21 16:59:46 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Exactly
Tue May 21 17:00:07 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO The DAO comes to consensus on a registry. Humans,… https://t.co/GWHXfklu2Z"
Tue May 21 17:00:32 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Each DAO will be a microeconomy. @HumanityDAO is t… https://t.co/0P7HFPb14b
Tue May 21 17:00:55 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Each deciding on some shared truth (consensus) between the nodes (humans)
Tue May 21 17:01:41 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO I think I did elsewhere in this thread but ping me… https://t.co/6qLBeswpBj
Tue May 21 17:02:59 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Payoff matrix is freedom (self-sovereign ID, globa… https://t.co/DedabGTSpY"
Tue May 21 17:03:20 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO It's working well so far so staking my reputation… https://t.co/jyxNB8PI5n
Tue May 21 17:04:25 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO You can try but it's a network of unique humans wh… https://t.co/ERaUvRgIG8
Tue May 21 17:04:45 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO You'll also look like a mean person on the global… https://t.co/z5PIjYsFtd
Tue May 21 17:05:49 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO By its stakeholders. It's permissionless I have 80… https://t.co/I4ITt1ONSr
Tue May 21 17:06:03 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO https://t.co/6iAqzkGHXi
Tue May 21 17:06:28 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Join the aristocracy. I'm like Satoshi can't wait… https://t.co/lFtpXtEVJ2
Tue May 21 17:07:01 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO I'm in it for the destruction of nation-states, yo… https://t.co/FILiW2wo0C"
Tue May 21 17:07:25 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO .@BrightID team is on board. Let's all work together.
Tue May 21 17:07:59 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO 28
Tue May 21 17:08:19 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Yea lol I'm honest and have no ego. That's the only difference :)
Tue May 21 17:09:01 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Yes, plutocracy but we can change once we hit 10K… https://t.co/Alq5dRXHDh"
Tue May 21 17:09:29 +0000 2019,@twigwam @santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski Thanks :)
Tue May 21 17:10:59 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO I'll give you however much $$$ you think is fair t… https://t.co/1A4DJUdGMY
Tue May 21 17:11:09 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Same deal to other honest people.
Tue May 21 17:11:48 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO No paperwork. Proof-of-stake society haha.
Tue May 21 17:12:45 +0000 2019,@Mitch_Kosowski @twigwam @santisiri @nanexcool @MPtherealMVP I'm good join Mitch. Remember when we pitched this to… https://t.co/vtt51tvesx
Tue May 21 17:13:02 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO That is literally the only rule
Tue May 21 17:14:04 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Proof of stake consensus. The algorithm. The peopl… https://t.co/j8EudhL33m
Tue May 21 17:15:21 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Just for now. When we hit the 10K distribution (10… https://t.co/FExvK3C3tV
Tue May 21 17:15:57 +0000 2019,@Mitch_Kosowski @twigwam @santisiri @nanexcool @MPtherealMVP I published two super clear blog posts and you guys ar… https://t.co/wmKXa3LFQf
Tue May 21 17:16:21 +0000 2019,"@Mitch_Kosowski @twigwam @santisiri @nanexcool @MPtherealMVP There are always demands for ""follow up."" No follow up… https://t.co/FsACRF9nCZ"
Tue May 21 17:16:43 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO What do you think? Give it a try at least?
Tue May 21 17:17:11 +0000 2019,@Mitch_Kosowski @twigwam @santisiri @nanexcool @MPtherealMVP https://t.co/6iAqzkGHXi
Tue May 21 17:17:40 +0000 2019,@Mitch_Kosowski @twigwam @santisiri @nanexcool @MPtherealMVP https://t.co/fqQL7aJug9
Tue May 21 17:18:05 +0000 2019,@Mitch_Kosowski @santisiri @nanexcool @MPtherealMVP @HumanityDAO REASONABLE. Thanks Mitch :) Join early!
Tue May 21 17:20:33 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Yes it's literally utopia join the discord
Tue May 21 17:21:04 +0000 2019,"@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO I am propaganda so not actually nice, but most peo… https://t.co/ATA5ttjWTy"
Tue May 21 17:21:21 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO I am honest but not nice. I am doing this because… https://t.co/7UbZdVbC7B
Tue May 21 17:21:49 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Willing to stake reputation with caps lock or money.
Tue May 21 17:23:03 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Imagine charging POTUS $50K to tweet if it's prove… https://t.co/dIeXP9Bx70
Tue May 21 17:23:48 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO What else do you want to learn?
Tue May 21 17:24:19 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Yea I've seen your meatspace stuff it's cool.
Tue May 21 17:24:34 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Tech is lacking no offense this took six weeks.
Tue May 21 17:25:14 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO The world is a prisoner's dilemma. We are all ince… https://t.co/tfTiorefRY
Tue May 21 17:25:45 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Only escape is COOPERATE COOPERATE COOPERATE throu… https://t.co/VUMfR5ILMy
Tue May 21 17:26:17 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Life is a game. You are an incentive machine. My i… https://t.co/arhGxTZhYW
Tue May 21 17:27:10 +0000 2019,@santisiri @nanexcool @MPtherealMVP @Mitch_Kosowski @HumanityDAO Because it was but the point is that we solved the… https://t.co/r98f6CADX4
